observationid,region,year,month,quarter,type,averageprice,totalvolume,supplierid
8330,Chicago,2017,9,3,Conventional,2,614460.2,C
13835,Atlanta,2016,9,3,Conventional,0.89,614657.03,A
13577,Chicago,2016,7,3,Conventional,1.68,614939.39,A
1309,Portland,2018,1,1,Conventional,0.89,614950.95,C
1966,Boston,2018,4,2,Conventional,1.36,615262.32,C
1998,Portland,2018,4,2,Conventional,1.23,615354.68,C
8692,West Tex/New Mexico,2017,10,4,Conventional,1.15,615558.48,C
12656,San Diego,2016,3,1,Conventional,0.8,615580.7,C
3529,Northern New England,2018,10,4,Conventional,1.08,615766.28,C
6639,Detroit,2017,1,1,Conventional,0.84,616589.93,C
14690,Chicago,2016,12,4,Conventional,1.22,616653.72,A
12778,Boston,2016,4,2,Conventional,1.08,617179.71,C
1621,Northern New England,2018,2,1,Conventional,1.11,617475.89,C
3782,Houston,2018,11,4,Conventional,0.93,617602.14,C
1403,Miami/Ft. Lauderdale,2018,1,1,Conventional,1.46,617912.41,C
7145,San Francisco,2017,3,1,Conventional,1.79,617981.91,C
3265,Orlando,2018,9,3,Conventional,1.01,618004.75,C
14286,New York,2016,10,4,Conventional,1.99,618279.77,A
14195,Seattle,2016,10,4,Conventional,1.2,618367.26,A
7199,Seattle,2017,4,2,Conventional,1.18,618377.56,C
13665,Seattle,2016,8,3,Conventional,1.11,619209.25,A
14248,Seattle,2016,10,4,Conventional,1.12,619599.06,A
1314,San Diego,2018,1,1,Conventional,0.98,619699.65,C
2264,Raleigh/Greensboro,2018,5,2,Conventional,0.91,619710.6,C
3348,Chicago,2018,9,3,Conventional,1.41,619757.07,C
1963,Atlanta,2018,4,2,Conventional,1.06,619926.81,C
13822,San Diego,2016,8,3,Conventional,0.9,620041.46,A
9125,Chicago,2017,12,4,Conventional,1.49,620053.78,C
2532,Sacramento,2018,6,2,Conventional,1.13,620218.33,C
6948,Boston,2017,3,1,Conventional,1.3,620307.93,C
14257,West Tex/New Mexico,2016,10,4,Conventional,1,620389.4,A
7039,San Francisco,2017,3,1,Conventional,1.8,620908.22,C
2691,Sacramento,2018,7,3,Conventional,1.24,621095.85,A
12815,San Diego,2016,4,2,Conventional,0.8,621350.28,C
13817,Portland,2016,8,3,Conventional,0.99,621458.42,A
13789,Chicago,2016,8,3,Conventional,1.6,621715.78,A
3869,West Tex/New Mexico,2018,12,4,Conventional,1.01,622074.18,C
9010,West Tex/New Mexico,2017,11,4,Conventional,0.91,623094,C
12868,San Diego,2016,4,2,Conventional,0.73,623486.79,C
13711,Portland,2016,8,3,Conventional,0.98,623628.8,A
9172,Baltimore/Washington,2017,12,4,Conventional,1.41,624268.68,C
8167,Boston,2017,8,3,Conventional,1.52,624419.06,C
8277,Chicago,2017,8,3,Conventional,1.93,624618.47,C
1910,Atlanta,2018,3,1,Conventional,1.04,624645.42,C
14531,Chicago,2016,12,4,Conventional,1.27,624751.15,A
3288,Atlanta,2018,9,3,Conventional,1.09,625337.19,C
7434,Detroit,2017,5,2,Conventional,0.99,625475.58,C
13683,Chicago,2016,8,3,Conventional,1.67,626086.69,A
13234,Portland,2016,6,2,Conventional,0.85,626226.63,C
3026,Boston,2018,8,3,Conventional,1.42,626379.69,C
3723,Denver,2018,11,4,Conventional,1.29,626625.55,C
12831,Boston,2016,4,2,Conventional,1.07,626895.08,C
13308,Boston,2016,6,2,Conventional,1.33,626972.88,A
12497,San Diego,2016,3,1,Conventional,0.81,627397.71,C
7869,Miami/Ft. Lauderdale,2017,7,3,Conventional,1.44,627569.42,C
6680,Atlanta,2017,1,1,Conventional,0.95,627695.79,C
7570,Seattle,2017,5,2,Conventional,1.25,628075.85,C
13736,Chicago,2016,8,3,Conventional,1.63,628099.41,A
15634,West,2016,4,2,Organic,1.01,628445.85,A
12910,Northern New England,2016,5,2,Conventional,1.02,628512.14,C
13453,Seattle,2016,7,3,Conventional,1.11,628610.41,A
9119,Baltimore/Washington,2017,12,4,Conventional,1.44,628735.17,C
1807,Boston,2018,3,1,Conventional,1.34,629090.87,C
8960,Baltimore/Washington,2017,11,4,Conventional,1.43,629719,C
7213,Boston,2017,4,2,Conventional,1.53,629799.49,C
7139,Portland,2017,3,1,Conventional,1.12,629914.06,C
7115,Denver,2017,3,1,Conventional,1.42,630931.96,C
9000,San Francisco,2017,11,4,Conventional,1.52,630939,C
2853,Seattle,2018,7,3,Conventional,1.42,631093.45,C
14637,Chicago,2016,12,4,Conventional,1.18,631117.18,A
2418,Philadelphia,2018,5,2,Conventional,1.24,631489.69,C
6892,Atlanta,2017,2,1,Conventional,0.85,631507.77,C
6469,Baltimore/Washington,2017,1,1,Conventional,1.47,631760.81,C
2842,Philadelphia,2018,7,3,Conventional,1.07,631992.55,C
3132,Boston,2018,9,3,Conventional,1.48,632104.18,C
7198,San Francisco,2017,4,2,Conventional,1.79,632537.9,C
13202,Boston,2016,6,2,Conventional,1.29,632855.52,C
6759,New Orleans/Mobile,2017,2,1,Conventional,0.61,633235.06,C
7086,Portland,2017,3,1,Conventional,1.11,634212.88,C
2244,Hartford/Springfield,2018,5,2,Conventional,1.07,634308.9,C
13149,Boston,2016,6,2,Conventional,1.26,634989.55,C
2383,Tampa,2018,5,2,Conventional,1.09,635027.1,C
13895,Chicago,2016,9,3,Conventional,1.67,635036.01,A
2206,Philadelphia,2018,4,2,Conventional,1.13,635262.78,C
8175,Denver,2017,8,3,Conventional,1.46,635905.08,C
9041,Northern New England,2017,12,4,Conventional,1.1,636106,C
1740,Seattle,2018,2,1,Conventional,1.22,636462.47,C
1680,Portland,2018,2,1,Conventional,1.06,636925.69,C
44,Seattle,2019,3,1,Conventional,1.22,637460.77,B
562,Orlando,2019,2,1,Conventional,0.92,637957.44,C
3613,Chicago,2018,11,4,Conventional,1.33,638034.49,C
2864,Atlanta,2018,7,3,Conventional,0.98,638314.28,C
2489,Tampa,2018,6,2,Conventional,1.1,638461.97,C
13347,Seattle,2016,6,2,Conventional,1.03,638550.37,A
2630,Philadelphia,2018,6,2,Conventional,1.2,638611.36,C
14154,Baltimore/Washington,2016,10,4,Conventional,1.69,638848.04,A
8122,Denver,2017,8,3,Conventional,1.43,638888.58,C
8705,Denver,2017,10,4,Conventional,1.43,638993.72,C
7092,San Francisco,2017,3,1,Conventional,1.79,639050.82,C
8856,Boston,2017,11,4,Conventional,1.23,639092,C
12619,Boston,2016,3,1,Conventional,1.08,639420.34,C
1433,Atlanta,2018,1,1,Conventional,1.1,639421.29,C
6956,Denver,2017,3,1,Conventional,1.32,639567.49,C
13506,Seattle,2016,7,3,Conventional,1.03,639853.23,A
3588,Portland,2018,10,4,Conventional,1.03,640322.17,C
8171,Chicago,2017,8,3,Conventional,1.89,640354.46,C
1913,Boston,2018,3,1,Conventional,1.39,641462.43,C
3583,Orlando,2018,10,4,Conventional,0.81,641673.52,C
8929,Miami/Ft. Lauderdale,2017,11,4,Conventional,1.23,642013,C
7963,Denver,2017,7,3,Conventional,1.46,642837.36,C
2595,Tampa,2018,6,2,Conventional,1.1,643041.99,C
12232,San Diego,2016,1,1,Conventional,0.72,643326.66,C
1897,San Diego,2018,3,1,Conventional,0.92,643491.07,C
14671,San Francisco,2016,12,4,Conventional,1.22,643518.28,A
14363,West Tex/New Mexico,2016,11,4,Conventional,0.99,643630.66,A
12934,Atlanta,2016,5,2,Conventional,0.81,643699.77,C
13930,Seattle,2016,9,3,Conventional,1,644049.31,A
2736,Philadelphia,2018,7,3,Conventional,1.15,644258.21,C
14291,Phoenix/Tucson,2016,10,4,Conventional,1.11,644652.47,A
13630,Chicago,2016,8,3,Conventional,1.68,644670.46,A
8907,Baltimore/Washington,2017,11,4,Conventional,1.45,644740,C
8321,West Tex/New Mexico,2017,8,3,Conventional,1.08,645080.71,C
6826,San Diego,2017,2,1,Conventional,0.7,645130.97,C
12566,Boston,2016,3,1,Conventional,1.1,645235.38,C
6764,Philadelphia,2017,2,1,Conventional,1.28,645655.16,C
3841,Miami/Ft. Lauderdale,2018,12,4,Conventional,1.16,645712.3,C
7604,Miami/Ft. Lauderdale,2017,5,2,Conventional,1.45,645768.88,C
2469,Northern New England,2018,6,2,Conventional,1.1,646079.08,C
2118,Tampa,2018,4,2,Conventional,1.09,646487.22,C
3205,Miami/Ft. Lauderdale,2018,9,3,Conventional,1.31,646557.76,C
9129,Denver,2017,12,4,Conventional,1.13,646736.55,C
3659,Atlanta,2018,11,4,Conventional,0.94,647115.08,C
1721,Miami/Ft. Lauderdale,2018,2,1,Conventional,1.36,647233.53,C
8469,San Diego,2017,9,3,Conventional,1.81,648318.59,C
14706,Miami/Ft. Lauderdale,2016,12,4,Conventional,0.97,648358.72,A
3390,Tampa,2018,9,3,Conventional,1,648479.5,C
8427,West Tex/New Mexico,2017,9,3,Conventional,1.14,649192.58,C
1274,Atlanta,2018,1,1,Conventional,0.95,649352.59,C
12974,San Diego,2016,5,2,Conventional,0.78,649503.23,C
13255,Boston,2016,6,2,Conventional,1.32,649660.14,C
12603,San Diego,2016,3,1,Conventional,0.76,649914.07,C
7675,San Francisco,2017,6,2,Conventional,1.83,650426.37,C
3182,Atlanta,2018,9,3,Conventional,1.16,650789.9,C
12513,Boston,2016,3,1,Conventional,1.05,651211.44,C
3735,Miami/Ft. Lauderdale,2018,11,4,Conventional,1.16,651430.87,C
12195,Boston,2016,1,1,Conventional,1.03,651616.91,C
3083,Chicago,2018,8,3,Conventional,1.78,651692.07,C
7569,San Francisco,2017,5,2,Conventional,1.86,652301.59,C
7516,San Francisco,2017,5,2,Conventional,1.77,652375.87,C
12725,Boston,2016,4,2,Conventional,0.99,652546.84,C
12407,Boston,2016,2,1,Conventional,1.08,652943,C
3286,West Tex/New Mexico,2018,9,3,Conventional,1.06,653087.92,C
7358,Seattle,2017,4,2,Conventional,1.11,653100.77,C
8271,Baltimore/Washington,2017,8,3,Conventional,1.66,653598.86,C
2312,Philadelphia,2018,5,2,Conventional,1.19,653609.37,C
8522,San Diego,2017,9,3,Conventional,1.76,653751.09,C
12957,Miami/Ft. Lauderdale,2016,5,2,Conventional,1.01,653844.27,C
12828,Atlanta,2016,4,2,Conventional,0.79,654018.81,C
1092,Orlando,2019,1,1,Conventional,0.94,654176.29,C
9019,Chicago,2017,12,4,Conventional,1.56,654739,C
8957,West Tex/New Mexico,2017,11,4,Conventional,0.95,654996,C
3682,Miami/Ft. Lauderdale,2018,11,4,Conventional,1.25,655166.01,C
8059,Baltimore/Washington,2017,7,3,Conventional,1.47,655426.21,C
14036,Seattle,2016,9,3,Conventional,1.03,655426.45,A
14618,San Francisco,2016,12,4,Conventional,1.29,655428.34,A
1208,San Diego,2019,1,1,Conventional,0.92,655861.67,C
327,Chicago,2019,3,1,Conventional,1.16,656144.91,C
2687,Portland,2018,7,3,Conventional,1.18,656239.65,A
987,Philadelphia,2019,1,1,Conventional,1.1,656719.64,C
7111,Chicago,2017,3,1,Conventional,1.64,656875.03,C
8947,San Francisco,2017,11,4,Conventional,1.48,657693,C
2019,Boston,2018,4,2,Conventional,1.33,657783.55,C
13687,Denver,2016,8,3,Conventional,1.18,657981.41,A
1945,Portland,2018,3,1,Conventional,1.06,658169.39,C
668,Orlando,2019,2,1,Conventional,0.89,658452.81,C
8854,Baltimore/Washington,2017,11,4,Conventional,1.49,658693,C
13524,Chicago,2016,7,3,Conventional,1.66,658913.69,A
9013,Baltimore/Washington,2017,12,4,Conventional,1.43,658939,C
13658,Portland,2016,8,3,Conventional,0.96,659207.94,A
8798,West Tex/New Mexico,2017,10,4,Conventional,1.02,660019.25,C
8377,Baltimore/Washington,2017,9,3,Conventional,1.57,660103.83,C
7781,San Francisco,2017,6,2,Conventional,1.77,660386.27,C
8575,San Diego,2017,10,4,Conventional,1.79,660452.07,C
9141,Miami/Ft. Lauderdale,2017,12,4,Conventional,1.01,660737.83,C
13186,San Diego,2016,6,2,Conventional,0.83,661159.79,C
1509,Miami/Ft. Lauderdale,2018,1,1,Conventional,1.4,661212.22,C
14376,Denver,2016,11,4,Conventional,1.18,661296.8,A
12839,Denver,2016,4,2,Conventional,0.93,661913.55,C
13340,Portland,2016,6,2,Conventional,0.92,662145.29,A
3058,Portland,2018,8,3,Conventional,1.26,662400.18,C
14653,Miami/Ft. Lauderdale,2016,12,4,Conventional,0.97,662655.37,A
2641,Seattle,2018,6,2,Conventional,1.37,662828.59,C
3152,Miami/Ft. Lauderdale,2018,9,3,Conventional,1.42,663287.35,C
13400,Seattle,2016,7,3,Conventional,1.1,663580.48,A
6630,Boston,2017,1,1,Conventional,1.26,663735.14,C
3242,Chicago,2018,9,3,Conventional,1.41,663940.95,C
7622,San Francisco,2017,5,2,Conventional,1.78,664075.57,C
3079,Boston,2018,8,3,Conventional,1.42,664225.22,C
8429,Atlanta,2017,9,3,Conventional,1.58,664501.74,C
7729,Seattle,2017,6,2,Conventional,1.21,664560.99,C
3129,Atlanta,2018,9,3,Conventional,1.09,664740.45,C
667,Northern New England,2019,2,1,Conventional,0.99,664892.78,C
13043,Boston,2016,5,2,Conventional,1.05,665086.17,C
12089,Boston,2016,1,1,Conventional,1.02,665217.66,C
7005,Chicago,2017,3,1,Conventional,1.66,665364.72,C
3713,Baltimore/Washington,2018,11,4,Conventional,1.44,665724,C
3394,Atlanta,2018,10,4,Conventional,1.02,666114.86,C
13241,Seattle,2016,6,2,Conventional,1.01,666340.59,C
8566,Philadelphia,2017,10,4,Conventional,1.31,666472.86,C
13676,Atlanta,2016,8,3,Conventional,0.87,666493.32,A
12234,Seattle,2016,1,1,Conventional,0.98,666670.45,C
8374,West Tex/New Mexico,2017,9,3,Conventional,1.14,666775.1,C
6786,Atlanta,2017,2,1,Conventional,0.79,666871.06,C
2577,Philadelphia,2018,6,2,Conventional,1.15,666996.96,C
8642,Baltimore/Washington,2017,10,4,Conventional,1.66,667770.44,C
12911,Orlando,2016,5,2,Conventional,0.76,667818.16,C
8364,San Francisco,2017,9,3,Conventional,1.78,667860.21,C
13764,Portland,2016,8,3,Conventional,0.92,668003.85,A
2793,Portland,2018,7,3,Conventional,1.18,668221.55,C
3284,Tampa,2018,9,3,Conventional,1.01,668492.01,C
7752,Detroit,2017,6,2,Conventional,0.85,668936.01,C
138,Orlando,2019,3,1,Conventional,0.93,669193.52,A
1668,Miami/Ft. Lauderdale,2018,2,1,Conventional,1.34,669345.2,C
13446,Portland,2016,7,3,Conventional,0.98,669673.68,A
3401,Chicago,2018,10,4,Conventional,1.36,669965.45,C
14469,West Tex/New Mexico,2016,11,4,Conventional,0.99,670051.41,A
885,Portland,2019,1,1,Conventional,1.21,670256.04,C
7304,San Francisco,2017,4,2,Conventional,1.69,670281.46,C
12142,Boston,2016,1,1,Conventional,1.05,670376.77,C
13842,Chicago,2016,9,3,Conventional,1.6,670453.42,A
7953,Baltimore/Washington,2017,7,3,Conventional,1.48,670476.49,C
1380,Atlanta,2018,1,1,Conventional,1.1,670766.04,C
468,Seattle,2019,2,1,Conventional,1.19,670997.08,C
8682,San Francisco,2017,10,4,Conventional,1.76,671239.19,C
3099,Miami/Ft. Lauderdale,2018,8,3,Conventional,1.41,671418.68,C
2164,Seattle,2018,4,2,Conventional,1.23,671486.39,C
8324,Baltimore/Washington,2017,9,3,Conventional,1.62,671504.54,C
8252,Portland,2017,8,3,Conventional,1.32,671617.66,C
12468,Denver,2016,3,1,Conventional,0.98,671667.78,C
13923,Portland,2016,9,3,Conventional,0.88,671817.53,A
8695,Baltimore/Washington,2017,10,4,Conventional,1.6,672066.53,C
892,Seattle,2019,1,1,Conventional,1.29,672136.67,C
2917,Atlanta,2018,8,3,Conventional,1.01,672155.46,C
6986,San Francisco,2017,3,1,Conventional,1.59,672242.8,C
7192,Portland,2017,4,2,Conventional,1.12,672306.68,C
7847,Baltimore/Washington,2017,7,3,Conventional,1.6,672614.37,C
13891,Boston,2016,9,3,Conventional,1.27,672672.86,A
3136,Chicago,2018,9,3,Conventional,1.74,672716.57,C
14048,Baltimore/Washington,2016,10,4,Conventional,1.66,672759.7,A
2734,Northern New England,2018,7,3,Conventional,1.28,673051.67,C
14141,San Francisco,2016,10,4,Conventional,1.82,673082.26,A
14164,Denver,2016,10,4,Conventional,1.15,673392.59,A
13096,Boston,2016,5,2,Conventional,1.08,673496.13,C
13581,Denver,2016,7,3,Conventional,1.15,673588.45,A
7009,Denver,2017,3,1,Conventional,1.32,673601.39,C
8745,West Tex/New Mexico,2017,10,4,Conventional,1.04,673664.68,C
14522,West Tex/New Mexico,2016,11,4,Conventional,0.8,674184.53,A
2682,Orlando,2018,7,3,Conventional,0.94,674317.37,A
12227,Portland,2016,1,1,Conventional,0.88,674373.81,C
9159,San Francisco,2017,12,4,Conventional,1.4,674625.07,C
2740,Portland,2018,7,3,Conventional,1.12,674703.37,C
8770,Miami/Ft. Lauderdale,2017,10,4,Conventional,1.22,674788.56,C
8224,Chicago,2017,8,3,Conventional,1.88,674811.14,C
6899,Chicago,2017,2,1,Conventional,1.61,674827.05,C
8046,San Francisco,2017,7,3,Conventional,1.66,675183.5,C
461,Portland,2019,2,1,Conventional,1.09,675339.84,C
3417,Miami/Ft. Lauderdale,2018,10,4,Conventional,1.29,675431.65,C
9182,Denver,2017,12,4,Conventional,1.19,675592.64,C
12276,Philadelphia,2016,2,1,Conventional,0.96,675832.78,C
3829,Denver,2018,12,4,Conventional,1.18,675969.99,C
12149,Dallas/Ft. Worth,2016,1,1,Conventional,1.02,676032.04,C
14101,Baltimore/Washington,2016,10,4,Conventional,1.59,676188.97,A
7164,Chicago,2017,4,2,Conventional,1.65,676300.83,C
1839,Portland,2018,3,1,Conventional,1.11,676307.43,C
8482,Atlanta,2017,9,3,Conventional,1.59,676498.82,C
7425,Boston,2017,5,2,Conventional,1.49,676849.88,C
14058,Denver,2016,10,4,Conventional,1.18,677071.87,A
13294,Seattle,2016,6,2,Conventional,0.97,677710.31,A
3797,Phoenix/Tucson,2018,11,4,Conventional,0.98,677772.02,C
2416,Northern New England,2018,5,2,Conventional,1.02,677990.67,C
7062,Denver,2017,3,1,Conventional,1.32,678002.96,C
1582,South Carolina,2018,2,1,Conventional,0.96,678235.27,C
3076,Atlanta,2018,8,3,Conventional,1.09,678573.34,C
13995,Baltimore/Washington,2016,9,3,Conventional,1.58,678671.71,A
12248,Boston,2016,2,1,Conventional,1.05,678810.37,C
7058,Chicago,2017,3,1,Conventional,1.64,678898.01,C
3553,Atlanta,2018,10,4,Conventional,0.87,679128.21,C
12921,San Diego,2016,5,2,Conventional,0.68,679213.01,C
3295,Chicago,2018,9,3,Conventional,1.44,679712.16,C
7835,Seattle,2017,6,2,Conventional,1.17,680060.61,C
6753,Las Vegas,2017,2,1,Conventional,0.54,680234.93,C
6952,Chicago,2017,3,1,Conventional,1.62,680803.2,C
14005,Denver,2016,9,3,Conventional,1.15,680946.51,A
7676,Seattle,2017,6,2,Conventional,1.21,681109.55,C
12757,Portland,2016,4,2,Conventional,0.88,681434.09,C
7168,Denver,2017,4,2,Conventional,1.33,681540.61,C
8835,Portland,2017,11,4,Conventional,1.03,681564.98,C
8882,Northern New England,2017,11,4,Conventional,1.01,681570,C
350,Orlando,2019,3,1,Conventional,0.95,682172.8,C
8748,Baltimore/Washington,2017,10,4,Conventional,1.55,682236.82,C
7305,Seattle,2017,4,2,Conventional,1.09,682386.6,C
13287,Portland,2016,6,2,Conventional,0.86,682680.66,A
7888,Seattle,2017,7,3,Conventional,1.21,682920.51,C
150,Seattle,2019,3,1,Conventional,1.2,684651.27,C
3005,Portland,2018,8,3,Conventional,1.2,685102.99,C
1330,Boston,2018,1,1,Conventional,1.28,685417.51,C
8513,Philadelphia,2017,9,3,Conventional,1.24,685443.39,C
1899,Seattle,2018,3,1,Conventional,1.21,685505.57,C
8008,Boston,2017,7,3,Conventional,1.37,686734.63,C
3392,West Tex/New Mexico,2018,9,3,Conventional,0.98,687143.86,C
9068,Boston,2017,12,4,Conventional,1.14,687251.82,C
2323,Seattle,2018,5,2,Conventional,1.29,687259.91,C
535,Boston,2019,2,1,Conventional,1.22,687468.23,C
7657,Miami/Ft. Lauderdale,2017,6,2,Conventional,1.49,687913.86,C
2811,Atlanta,2018,7,3,Conventional,0.98,688441.94,C
8417,San Francisco,2017,9,3,Conventional,1.71,688636.33,C
2125,Boston,2018,4,2,Conventional,1.3,689571.58,C
13075,Portland,2016,5,2,Conventional,0.78,689730.64,C
3447,Atlanta,2018,10,4,Conventional,0.97,689991.63,C
14724,San Francisco,2016,12,4,Conventional,1.18,690027.33,A
14416,West Tex/New Mexico,2016,11,4,Conventional,0.96,690820.58,A
13528,Denver,2016,7,3,Conventional,1.17,690893.4,A
2599,Atlanta,2018,6,2,Conventional,1,690971.24,C
14631,Baltimore/Washington,2016,12,4,Conventional,1.21,691008.74,A
13146,Atlanta,2016,6,2,Conventional,0.75,691201.38,C
13093,Atlanta,2016,5,2,Conventional,0.78,691344.07,C
8218,Baltimore/Washington,2017,8,3,Conventional,1.57,691636.14,C
8118,Chicago,2017,8,3,Conventional,1.72,692140.55,C
3339,West Tex/New Mexico,2018,9,3,Conventional,1.03,692147.24,C
3341,Atlanta,2018,9,3,Conventional,0.99,692365.62,C
13252,Atlanta,2016,6,2,Conventional,0.78,692767.07,C
787,South Carolina,2019,2,1,Conventional,0.89,692850.29,C
8006,Baltimore/Washington,2017,7,3,Conventional,1.48,692872.87,C
7794,Baltimore/Washington,2017,6,2,Conventional,1.65,693972.27,C
355,Portland,2019,3,1,Conventional,1.1,694242.52,C
14029,Portland,2016,9,3,Conventional,0.87,694289.8,A
14425,Chicago,2016,11,4,Conventional,1.13,694873.06,A
13634,Denver,2016,8,3,Conventional,1.14,695116.3,A
13699,Miami/Ft. Lauderdale,2016,8,3,Conventional,1.17,695230.59,A
1804,Atlanta,2018,3,1,Conventional,0.96,695821.13,C
8112,Baltimore/Washington,2017,8,3,Conventional,1.47,695848.77,C
6667,San Diego,2017,1,1,Conventional,0.74,695873.15,C
7782,Seattle,2017,6,2,Conventional,1.16,696101.26,C
2744,Sacramento,2018,7,3,Conventional,1.11,696242.16,C
12275,Orlando,2016,2,1,Conventional,0.58,696369.34,C
7710,Miami/Ft. Lauderdale,2017,6,2,Conventional,1.48,696603.38,C
968,Detroit,2019,1,1,Conventional,0.89,696892.16,C
12339,San Francisco,2016,2,1,Conventional,1.34,696959.32,C
8165,Baltimore/Washington,2017,8,3,Conventional,1.48,697320.96,C
853,Boston,2019,1,1,Conventional,1.33,697670.45,C
2039,Miami/Ft. Lauderdale,2018,4,2,Conventional,1.39,698303.78,C
12965,Philadelphia,2016,5,2,Conventional,0.91,698601.84,C
13571,Baltimore/Washington,2016,7,3,Conventional,1.65,698627.62,A
7669,Portland,2017,6,2,Conventional,1.12,698957.23,C
1933,Miami/Ft. Lauderdale,2018,3,1,Conventional,1.37,698961.15,C
14575,West Tex/New Mexico,2016,12,4,Conventional,0.85,699171.51,A
7217,Chicago,2017,4,2,Conventional,1.65,699592.47,C
14238,Phoenix/Tucson,2016,10,4,Conventional,1.02,699711.07,A
2122,Atlanta,2018,4,2,Conventional,0.98,699817.36,C
581,Tampa,2019,2,1,Conventional,0.93,699985.63,C
1065,Boston,2019,1,1,Conventional,1.39,700001.8,C
2493,Atlanta,2018,6,2,Conventional,0.98,700321.46,C
7887,San Francisco,2017,7,3,Conventional,1.7,700809.09,C
8917,Denver,2017,11,4,Conventional,1.13,701022,C
2475,Portland,2018,6,2,Conventional,1.16,701388.98,C
3185,Boston,2018,9,3,Conventional,1.5,701585.62,C
6762,Northern New England,2017,2,1,Conventional,1.13,701706,C
7900,Baltimore/Washington,2017,7,3,Conventional,1.64,701869.5,C
120,Detroit,2019,3,1,Conventional,0.94,702180.39,B
12056,Miami/Ft. Lauderdale,2016,1,1,Conventional,0.97,702726.81,C
2920,Boston,2018,8,3,Conventional,1.29,703209.73,C
2045,Northern New England,2018,4,2,Conventional,1.09,703301.74,C
7380,Denver,2017,4,2,Conventional,1.33,703503.26,C
2535,Seattle,2018,6,2,Conventional,1.16,703877.12,C
7221,Denver,2017,4,2,Conventional,1.31,704360.11,C
2787,Northern New England,2018,7,3,Conventional,1.26,705072.63,C
1093,Philadelphia,2019,1,1,Conventional,1.01,705215.88,C
8535,Atlanta,2017,10,4,Conventional,1.59,705451.5,C
1097,Portland,2019,1,1,Conventional,1.1,705685.74,C
14641,Denver,2016,12,4,Conventional,1.04,705750.83,A
2993,Miami/Ft. Lauderdale,2018,8,3,Conventional,1.37,706047.65,C
6776,South Carolina,2017,2,1,Conventional,0.81,706098.15,C
2528,Portland,2018,6,2,Conventional,1.05,706447.39,C
3235,Atlanta,2018,9,3,Conventional,1.09,706783.76,C
3606,Atlanta,2018,11,4,Conventional,0.91,707297.61,C
880,Orlando,2019,1,1,Conventional,0.93,707494.88,C
9178,Chicago,2017,12,4,Conventional,1.36,707646.11,C
2224,Tampa,2018,4,2,Conventional,1.1,707713.59,C
3498,West Tex/New Mexico,2018,10,4,Conventional,0.96,707885.15,C
9,Chicago,2019,3,1,Conventional,1.14,708200.89,B
13621,West Tex/New Mexico,2016,7,3,Conventional,1.06,708243.4,A
2081,Detroit,2018,4,2,Conventional,0.97,708251.01,C
12990,Boston,2016,5,2,Conventional,1.06,709563.16,C
14276,Houston,2016,10,4,Conventional,1.15,709890.11,A
1422,Seattle,2018,1,1,Conventional,1.26,709903.13,C
7634,Atlanta,2017,6,2,Conventional,1.08,710038.58,C
2,Atlanta,2019,3,1,Conventional,0.99,710287.11,A
2893,Northern New England,2018,7,3,Conventional,1.27,711029.52,C
3602,Tampa,2018,10,4,Conventional,0.81,711119.05,C
6763,Orlando,2017,2,1,Conventional,0.85,711200.33,C
1986,Miami/Ft. Lauderdale,2018,4,2,Conventional,1.36,711418.48,C
2611,Detroit,2018,6,2,Conventional,0.87,711541.15,C
6662,Portland,2017,1,1,Conventional,0.87,711564.14,C
3551,West Tex/New Mexico,2018,10,4,Conventional,0.92,711690.87,C
429,Boston,2019,2,1,Conventional,1.24,712064.53,C
13418,Chicago,2016,7,3,Conventional,1.53,712080.66,A
775,Philadelphia,2019,2,1,Conventional,1.17,712105.3,C
12676,Chicago,2016,4,2,Conventional,1.15,712210.03,C
3641,Portland,2018,11,4,Conventional,1.06,712726.32,C
12552,Seattle,2016,3,1,Conventional,0.94,712808.08,C
12137,West Tex/New Mexico,2016,1,1,Conventional,0.83,712937.27,C
2429,Seattle,2018,5,2,Conventional,1.18,713336.75,C
857,Chicago,2019,1,1,Conventional,1.38,713449.25,C
7741,Baltimore/Washington,2017,6,2,Conventional,1.67,713471.14,C
7245,Portland,2017,4,2,Conventional,1.08,713478.54,C
8619,Philadelphia,2017,10,4,Conventional,1.28,713847.15,C
9088,Miami/Ft. Lauderdale,2017,12,4,Conventional,1.03,713866,C
1327,Atlanta,2018,1,1,Conventional,0.98,713915.8,C
12551,San Francisco,2016,3,1,Conventional,1.41,714002.3,C
433,Chicago,2019,2,1,Conventional,1.19,714214.71,C
12863,Portland,2016,4,2,Conventional,0.79,714374.65,C
2924,Chicago,2018,8,3,Conventional,1.42,714871.35,C
2055,Sacramento,2018,4,2,Conventional,0.9,715025.33,C
7940,San Francisco,2017,7,3,Conventional,1.69,715078.15,C
8302,Phoenix/Tucson,2017,8,3,Conventional,1.18,715349.6,C
2871,Chicago,2018,7,3,Conventional,1.43,715396.39,C
12884,Boston,2016,5,2,Conventional,1.05,716003.18,C
12657,San Francisco,2016,3,1,Conventional,1.47,716020.43,C
3657,West Tex/New Mexico,2018,11,4,Conventional,0.91,716356.01,C
8788,San Francisco,2017,10,4,Conventional,1.56,716567.05,C
3246,Denver,2018,9,3,Conventional,1.35,716703.79,C
12627,Denver,2016,3,1,Conventional,0.95,716900.4,C
